 192.168.1.3
RSSI: -42 dBm
Waiting for NTP time sync
✅ NTP synchronized: 2025-06-28 07:29:56
Initializing sensors...
Initializing I2C (SDA: 8, SCL: 9)...
✓ I2C initialized successfully
Initializing PMS7003 sensor...
Using PMS pins - RX: 16, TX: 17
✅ PMS7003 initialized!
Scanning I2C bus...
I2C device found at address 0x77
I2C scan complete. Found 1 device(s)
Searching for BME688 sensor...
Testing I2C address 0x77... Chip ID: 0x61 (BME688) ✅
✅ Using BME688 at address 0x77
BSEC initialization attempt 1/3...
❌ Failed to update BSEC subscription!
Retrying BSEC initialization...
BSEC initialization attempt 2/3...
❌ Failed to update BSEC subscription!
Retrying BSEC initialization...
BSEC initialization attempt 3/3...
❌ Failed to update BSEC subscription!
❌ BSEC initialization failed after 3 attempts!
❌ Sensor initialization failed!
timestamp,temp_c,humidity_%,pressure_hpa,iaq,co2_ppm,voc_ppm,pm1_0,pm2_5,pm10_0,baseline_ready,spike_detected,signature,total_spikes
2025-06-28 09:35:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:35:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:35:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:35:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:36:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:37:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:37:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:37:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:37:33,,,,,,,,,,,NO_DATA,NO,,0
BSEC run error: 0
⚠️ BSEC run failed
2025-06-28 09:37:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:37:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:38:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:39:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:40:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:41:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:42:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:42:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:42:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:42:33,,,,,,,,,,,NO_DATA,NO,,0
BSEC run error: 0
⚠️ BSEC run failed
2025-06-28 09:42:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:42:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:43:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:44:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:45:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:46:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:47:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:47:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:47:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:47:33,,,,,,,,,,,NO_DATA,NO,,0
BSEC run error: 0
⚠️ BSEC run failed
2025-06-28 09:47:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:47:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:48:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:49:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:50:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:51:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:52:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:52:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:52:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:52:33,,,,,,,,,,,NO_DATA,NO,,0
BSEC run error: 0
⚠️ BSEC run failed
2025-06-28 09:52:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:52:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:53:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:54:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:55:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:33,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:56:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:57:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:57:13,,,,,,,,,,,NO_DATA,NO,,0
✅ Saved BSEC state
2025-06-28 09:57:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:57:33,,,,,,,,,,,NO_DATA,NO,,0
BSEC run error: 0
⚠️ BSEC run failed
2025-06-28 09:57:43,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:57:53,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:58:03,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:58:13,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:58:23,,,,,,,,,,,NO_DATA,NO,,0
2025-06-28 09:58:33,,,,,,,,,,,NO_DATA,NO,,0
